fecha,temp_amb,hum_amb,presion,temp_suelo,hum_suelo,ph_suelo
2026-02-28 21:51:06,23.39,88.09,1013.41,18.1,36.14,6.17
2026-02-28 22:01:06,22.91,89.43,1011.52,17.9,35.17,6.19
2026-02-28 22:11:06,23.0,88.57,1016.08,17.84,35.9,6.21
2026-02-28 22:21:06,22.29,89.02,1010.59,17.69,35.91,6.23
2026-02-28 22:31:06,23.01,88.84,1012.84,17.49,35.93,6.19
2026-02-28 22:41:06,22.23,88.18,1013.48,16.79,35.15,6.16
2026-02-28 22:51:06,21.83,88.5,1011.26,17.17,34.99,6.18
2026-02-28 23:01:06,21.91,89.83,1012.65,16.69,35.72,6.21
2026-02-28 23:11:06,21.74,88.46,1013.84,16.96,36.01,6.18
2026-02-28 23:21:06,22.03,89.58,1012.23,16.59,36.05,6.21
2026-02-28 23:31:06,22.2,90.0,1011.46,16.47,36.11,6.19
2026-02-28 23:41:06,21.0,89.95,1011.71,16.41,36.07,6.19
2026-02-28 23:51:06,21.54,89.09,1013.52,15.95,35.47,6.21
2026-03-01 00:01:06,21.94,90.0,1010.83,15.88,35.63,6.19
2026-03-01 00:11:06,21.2,90.0,1011.68,15.95,35.98,6.19
2026-03-01 00:21:06,21.1,89.87,1011.97,15.84,35.72,6.2
2026-03-01 00:31:06,21.46,89.66,1010.42,15.5,36.25,6.2
2026-03-01 00:41:06,21.0,89.03,1011.05,15.35,35.13,6.22
2026-03-01 00:51:06,21.64,90.0,1014.43,15.41,36.11,6.16
2026-03-01 01:01:06,21.42,89.48,1012.36,15.14,36.0,6.22
2026-03-01 01:11:06,21.0,90.0,1011.09,15.01,35.75,6.21
2026-03-01 01:21:06,21.0,90.0,1011.24,15.35,36.34,6.21
2026-03-01 01:31:06,21.0,90.0,1010.66,14.83,35.86,6.22
2026-03-01 01:41:06,21.17,89.45,1011.11,14.92,35.26,6.22
2026-03-01 01:51:06,21.0,89.98,1011.8,14.61,34.75,6.2
2026-03-01 02:01:06,21.0,89.86,1009.79,14.59,36.63,6.18
2026-03-01 02:11:06,21.0,89.9,1012.47,14.57,36.06,6.17
2026-03-01 02:21:06,21.27,89.15,1013.96,14.32,35.0,6.18
2026-03-01 02:31:06,21.44,90.0,1011.71,14.22,35.5,6.2
2026-03-01 02:41:06,21.01,89.53,1013.28,14.51,35.58,6.22
2026-03-01 02:51:06,21.0,90.0,1013.46,14.53,35.39,6.22
2026-03-01 03:01:06,21.0,90.0,1010.91,14.04,35.34,6.16
2026-03-01 03:11:06,21.4,90.0,1014.47,14.01,36.13,6.22
2026-03-01 03:21:06,21.37,90.0,1009.15,13.63,35.77,6.22
2026-03-01 03:31:06,21.12,89.91,1011.89,13.97,36.89,6.21
2026-03-01 03:41:06,21.4,90.0,1013.37,14.06,35.99,6.16
2026-03-01 03:51:06,21.26,89.05,1012.41,14.26,36.59,6.17
2026-03-01 04:01:06,21.0,89.89,1013.07,14.06,35.66,6.23
2026-03-01 04:11:06,21.48,90.0,1010.87,13.57,35.02,6.21
2026-03-01 04:21:06,21.3,89.13,1008.89,13.94,35.08,6.24
2026-03-01 04:31:06,22.05,88.95,1013.42,14.16,35.7,6.2
2026-03-01 04:41:06,21.91,89.47,1009.72,14.18,36.08,6.17
2026-03-01 04:51:06,21.92,88.5,1008.87,13.86,35.82,6.2
2026-03-01 05:01:06,22.1,89.33,1010.72,14.15,34.88,6.16
2026-03-01 05:11:06,21.53,88.51,1015.23,13.91,35.03,6.21
2026-03-01 05:21:06,22.14,88.39,1010.8,13.95,34.73,6.21
2026-03-01 05:31:06,22.17,88.56,1016.07,14.19,35.46,6.18
2026-03-01 05:41:06,22.33,88.72,1011.25,14.49,35.39,6.21
2026-03-01 05:51:06,22.05,87.75,1011.84,14.49,36.5,6.17
2026-03-01 06:01:06,22.25,87.83,1009.29,14.48,35.78,6.16
2026-03-01 06:11:06,23.05,88.77,1011.06,14.78,35.9,6.22
2026-03-01 06:21:06,22.64,88.55,1012.64,14.65,34.69,6.21
2026-03-01 06:31:06,22.84,88.33,1009.92,14.82,35.23,6.21
2026-03-01 06:41:06,23.07,88.59,1010.74,14.77,35.48,6.21
2026-03-01 06:51:06,23.36,88.53,1012.52,15.32,35.04,6.19
2026-03-01 07:01:06,23.68,87.89,1013.05,15.25,35.55,6.19
2026-03-01 07:11:06,24.03,87.68,1013.46,15.65,34.89,6.18
2026-03-01 07:21:06,24.43,87.43,1011.98,15.54,35.33,6.2
2026-03-01 07:31:06,24.82,87.39,1013.78,15.41,36.2,6.2
2026-03-01 07:41:06,24.47,87.51,1014.28,15.52,35.27,6.19
2026-03-01 07:51:06,24.06,87.23,1014.07,15.93,34.92,6.2
2026-03-01 08:01:06,24.24,86.65,1012.42,15.99,35.11,6.21
2026-03-01 08:11:06,24.83,86.06,1010.58,16.52,34.79,6.18
2026-03-01 08:21:06,24.5,86.52,1013.19,16.2,35.39,6.2
2026-03-01 08:31:06,25.11,87.04,1011.46,16.15,35.26,6.18
2026-03-01 08:41:06,25.24,85.92,1014.16,16.58,35.75,6.2
2026-03-01 08:51:06,25.54,87.09,1011.54,16.74,35.44,6.21
2026-03-01 09:01:06,25.04,85.43,1010.78,17.14,35.58,6.22
2026-03-01 09:11:06,24.99,86.03,1008.03,17.08,35.02,6.2
2026-03-01 09:21:06,25.46,84.25,1012.49,17.55,35.82,6.2
2026-03-01 09:31:06,26.09,86.03,1013.52,17.68,35.02,6.22
2026-03-01 09:41:06,25.4,86.43,1013.15,17.86,35.54,6.23
2026-03-01 09:51:06,26.57,85.6,1012.24,17.98,35.04,6.19
2026-03-01 10:01:06,26.6,86.1,1009.08,18.18,35.0,6.2
2026-03-01 10:11:06,26.51,85.39,1009.84,18.18,35.11,6.16
2026-03-01 10:21:06,26.96,85.17,1012.0,18.34,34.86,6.19
2026-03-01 10:31:06,26.62,86.02,1011.41,18.46,35.17,6.21
2026-03-01 10:41:06,26.34,84.92,1012.01,18.56,34.42,6.19
2026-03-01 10:51:06,26.82,85.43,1012.0,18.84,35.26,6.21
2026-03-01 11:01:06,26.3,85.41,1010.11,18.83,35.4,6.18
2026-03-01 11:11:06,26.65,85.61,1012.37,19.63,36.31,6.23
2026-03-01 11:21:06,26.47,85.12,1015.24,19.27,35.8,6.18
2026-03-01 11:31:06,27.44,85.8,1011.94,19.26,35.47,6.18
2026-03-01 11:41:06,27.92,84.35,1013.63,19.75,35.24,6.22
2026-03-01 11:51:06,27.16,84.51,1011.73,19.72,34.56,6.21
2026-03-01 12:01:06,28.0,84.0,1013.39,20.43,35.74,6.2
2026-03-01 12:11:06,27.0,84.45,1013.75,20.22,34.46,6.18
2026-03-01 12:21:06,27.55,84.0,1013.24,20.73,35.3,6.2
2026-03-01 12:31:06,27.64,84.75,1011.08,20.76,35.7,6.22
2026-03-01 12:41:06,28.0,85.12,1011.06,20.58,35.87,6.22
2026-03-01 12:51:06,27.99,84.18,1011.06,20.77,35.4,6.2
2026-03-01 13:01:06,27.95,84.63,1011.23,20.6,35.95,6.14
2026-03-01 13:11:06,28.0,85.43,1012.48,21.1,35.89,6.22
2026-03-01 13:21:06,27.93,84.1,1014.39,21.0,34.83,6.18
2026-03-01 13:31:06,27.87,84.0,1013.34,21.34,34.62,6.17
2026-03-01 13:41:06,28.0,84.0,1012.76,21.83,35.73,6.2
2026-03-01 13:51:06,28.0,84.48,1009.11,21.58,36.28,6.18
2026-03-01 14:01:06,28.0,84.14,1011.56,21.74,35.28,6.19
2026-03-01 14:11:06,28.0,84.0,1011.19,21.53,34.65,6.21
2026-03-01 14:21:06,27.69,84.2,1011.92,21.66,35.72,6.19
2026-03-01 14:31:06,27.9,84.0,1010.77,21.74,34.78,6.18
2026-03-01 14:41:06,28.0,84.13,1011.19,21.94,34.98,6.22
2026-03-01 14:51:06,28.0,84.1,1011.14,21.8,34.53,6.19
2026-03-01 15:01:06,27.67,84.82,1011.14,21.78,35.15,6.21
2026-03-01 15:11:06,27.83,84.0,1011.21,21.81,34.5,6.23
2026-03-01 15:21:06,27.75,84.35,1013.22,22.2,34.23,6.19
2026-03-01 15:31:06,27.46,84.0,1010.48,22.24,35.55,6.23
2026-03-01 15:41:06,28.0,84.04,1012.07,22.01,34.28,6.2
2026-03-01 15:51:06,27.5,84.81,1012.25,22.1,34.65,6.24
2026-03-01 16:01:06,27.03,84.4,1015.34,22.01,34.94,6.22
2026-03-01 16:11:06,27.67,84.51,1014.42,21.43,34.81,6.19
2026-03-01 16:21:06,27.51,84.9,1011.91,22.21,34.99,6.22
2026-03-01 16:31:06,27.29,84.59,1012.48,22.29,35.12,6.2
2026-03-01 16:41:06,27.53,84.86,1012.48,22.09,35.53,6.2
2026-03-01 16:51:06,27.14,84.64,1013.51,21.6,34.84,6.21
2026-03-01 17:01:06,27.17,85.06,1009.75,21.69,34.75,6.19
2026-03-01 17:11:06,27.02,84.35,1009.96,22.09,34.48,6.23
2026-03-01 17:21:06,27.18,85.19,1010.25,21.95,35.45,6.19
2026-03-01 17:31:06,26.39,85.09,1010.09,21.4,34.92,6.22
2026-03-01 17:41:06,26.38,85.59,1012.74,21.57,34.76,6.21
2026-03-01 17:51:06,26.4,85.49,1013.66,21.45,35.73,6.2
2026-03-01 18:01:06,25.83,86.28,1011.13,21.25,33.82,6.18
2026-03-01 18:11:06,26.43,85.55,1012.37,21.23,35.05,6.15
2026-03-01 18:21:06,25.97,85.51,1012.26,21.1,34.28,6.22
2026-03-01 18:31:06,26.11,85.09,1011.44,21.06,35.34,6.17
2026-03-01 18:41:06,25.91,85.62,1009.97,21.19,35.61,6.21
2026-03-01 18:51:06,25.04,87.13,1012.83,21.34,35.78,6.25
2026-03-01 19:01:06,25.04,86.75,1010.32,20.88,35.35,6.22
2026-03-01 19:11:06,25.49,86.06,1014.76,20.83,35.57,6.2
2026-03-01 19:21:06,24.62,86.46,1015.3,20.86,34.87,6.21
2026-03-01 19:31:06,25.09,85.76,1012.7,20.82,34.63,6.19
2026-03-01 19:41:06,25.24,86.23,1012.41,20.42,34.58,6.23
2026-03-01 19:51:06,24.14,87.1,1011.76,19.94,35.56,6.22
2026-03-01 20:01:06,24.87,87.67,1010.98,19.92,34.85,6.21
2026-03-01 20:11:06,23.81,86.22,1009.87,19.69,34.72,6.15
2026-03-01 20:21:06,23.92,87.7,1010.69,19.46,35.41,6.18
2026-03-01 20:31:06,23.71,87.79,1008.52,19.47,34.98,6.2
2026-03-01 20:41:06,23.83,86.69,1013.06,19.67,34.86,6.16
2026-03-01 20:51:06,24.06,87.51,1011.57,19.3,34.96,6.19
2026-03-01 21:01:06,23.79,87.63,1012.87,19.22,35.17,6.19
2026-03-01 21:11:06,23.44,88.13,1013.04,18.75,34.96,6.19
2026-03-01 21:21:06,23.38,87.87,1011.57,18.8,34.65,6.19
2026-03-01 21:31:06,22.92,88.11,1013.19,18.33,34.6,6.18
2026-03-01 21:41:06,22.8,88.18,1011.05,18.32,35.48,6.2
2026-03-01 21:51:06,23.27,88.46,1010.23,17.91,35.16,6.21
2026-03-01 22:01:06,22.27,88.84,1011.58,18.26,34.16,6.2
2026-03-01 22:11:06,22.59,89.31,1012.45,18.0,35.24,6.22
2026-03-01 22:21:06,22.53,88.64,1010.54,17.61,35.67,6.2
2026-03-01 22:31:06,21.91,89.18,1009.84,17.59,34.58,6.2
2026-03-01 22:41:06,22.47,88.72,1010.8,17.5,34.57,6.17
2026-03-01 22:51:06,22.1,88.86,1012.56,16.98,34.8,6.21
2026-03-01 23:01:06,22.56,89.48,1012.82,16.95,35.75,6.19
2026-03-01 23:11:06,21.68,89.17,1012.04,16.99,34.61,6.21
2026-03-01 23:21:06,21.69,88.57,1010.06,16.88,35.3,6.18
2026-03-01 23:31:06,21.38,89.74,1011.82,16.41,36.07,6.18
2026-03-01 23:41:06,21.98,89.54,1013.43,16.72,35.03,6.18
2026-03-01 23:51:06,21.85,88.29,1009.98,15.92,39.8,6.23
2026-03-02 00:01:06,21.54,89.31,1013.44,16.02,39.46,6.16
2026-03-02 00:11:06,21.34,89.5,1010.45,15.91,39.74,6.19
2026-03-02 00:21:06,21.59,90.0,1011.3,15.83,39.9,6.2
2026-03-02 00:31:06,21.59,88.87,1012.24,15.0,40.17,6.2
2026-03-02 00:41:06,21.76,89.7,1015.29,15.35,39.66,6.19
2026-03-02 00:51:06,21.0,89.96,1013.98,14.76,40.67,6.21
2026-03-02 01:01:06,21.0,90.0,1011.38,15.16,40.09,6.23
2026-03-02 01:11:06,21.74,89.5,1011.87,14.82,40.05,6.21
2026-03-02 01:21:06,21.0,89.93,1011.67,14.82,39.19,6.18
2026-03-02 01:31:06,21.3,89.61,1013.4,14.84,39.96,6.21
2026-03-02 01:41:06,21.13,89.29,1013.24,14.97,40.62,6.22
2026-03-02 01:51:06,21.08,90.0,1012.71,14.46,39.73,6.23
2026-03-02 02:01:06,21.02,90.0,1012.94,14.42,39.59,6.19
2026-03-02 02:11:06,21.0,89.08,1012.74,14.4,40.84,6.23
2026-03-02 02:21:06,21.12,90.0,1009.0,14.28,40.26,6.19
2026-03-02 02:31:06,21.0,90.0,1011.15,14.36,40.42,6.17
2026-03-02 02:41:06,21.22,89.96,1012.27,14.3,39.52,6.23
2026-03-02 02:51:06,21.14,89.23,1013.56,14.03,39.95,6.18
2026-03-02 03:01:06,21.26,90.0,1011.97,14.38,39.29,6.22
2026-03-02 03:11:06,21.0,89.11,1010.48,13.96,38.92,6.21
2026-03-02 03:21:06,21.52,89.26,1010.68,13.91,38.94,6.22
2026-03-02 03:31:06,21.0,90.0,1014.32,14.1,39.41,6.2
2026-03-02 03:41:06,21.0,88.78,1010.45,14.26,40.94,6.23
2026-03-02 03:51:06,21.06,90.0,1012.43,13.56,39.61,6.18
2026-03-02 04:01:06,22.01,89.13,1009.35,13.97,39.18,6.19
2026-03-02 04:11:06,21.96,89.46,1010.21,14.12,40.09,6.19
2026-03-02 04:21:06,21.52,89.2,1013.09,13.87,39.87,6.22
2026-03-02 04:31:06,21.69,89.28,1011.32,13.85,39.81,6.2
2026-03-02 04:41:06,22.64,89.09,1011.87,14.08,39.61,6.2
2026-03-02 04:51:06,21.68,88.41,1013.56,13.92,40.72,6.2
2026-03-02 05:01:06,21.77,89.86,1011.29,14.13,39.07,6.23
2026-03-02 05:11:06,22.14,90.0,1011.69,14.26,39.46,6.2
2026-03-02 05:21:06,22.21,88.82,1010.65,14.29,39.17,6.22
2026-03-02 05:31:06,22.63,89.23,1009.88,13.99,39.64,6.21
2026-03-02 05:41:06,22.02,88.5,1012.34,14.56,39.96,6.21
2026-03-02 05:51:06,22.54,89.1,1011.66,14.45,40.77,6.2
2026-03-02 06:01:06,22.43,88.21,1010.84,14.58,39.38,6.2
2026-03-02 06:11:06,22.81,88.62,1012.85,14.0,39.36,6.21
2026-03-02 06:21:06,23.07,88.0,1011.94,14.89,40.15,6.22
2026-03-02 06:31:06,23.12,88.35,1014.23,14.88,39.9,6.17
2026-03-02 06:41:06,23.63,88.49,1012.11,14.34,39.86,6.17
2026-03-02 06:51:06,22.82,88.23,1011.98,14.93,39.25,6.21
2026-03-02 07:01:06,23.69,86.91,1012.74,15.33,39.96,6.2
2026-03-02 07:11:06,23.32,88.0,1009.68,15.28,40.21,6.17
2026-03-02 07:21:06,23.67,87.63,1015.89,15.44,40.69,6.25
2026-03-02 07:31:06,23.7,87.55,1011.66,15.58,40.18,6.18
2026-03-02 07:41:06,24.33,86.97,1013.96,15.96,39.7,6.23
2026-03-02 07:51:06,24.42,87.23,1010.28,15.86,39.51,6.22
2026-03-02 08:01:06,24.27,87.05,1011.45,16.0,39.6,6.2
2026-03-02 08:11:06,24.78,87.48,1012.84,16.26,40.46,6.2
2026-03-02 08:21:06,24.86,86.78,1011.27,16.57,39.95,6.19
2026-03-02 08:31:06,25.61,86.53,1010.9,16.4,39.65,6.19
2026-03-02 08:41:06,24.65,86.09,1012.15,16.6,39.15,6.21
2026-03-02 08:51:06,25.62,86.45,1012.46,16.76,39.95,6.22
2026-03-02 09:01:06,25.72,86.37,1013.66,17.11,39.92,6.21
2026-03-02 09:11:06,25.6,86.05,1010.55,17.26,38.62,6.19
2026-03-02 09:21:06,26.13,86.56,1011.0,17.36,40.08,6.18
2026-03-02 09:31:06,26.25,87.55,1013.31,17.46,40.46,6.19
2026-03-02 09:41:06,25.96,86.23,1012.17,17.82,39.33,6.2
2026-03-02 09:51:06,27.04,84.58,1010.72,17.62,39.36,6.19
2026-03-02 10:01:06,26.56,85.04,1012.6,17.86,39.66,6.17
2026-03-02 10:11:06,26.36,85.41,1009.91,18.1,40.2,6.21
2026-03-02 10:21:06,26.38,85.78,1015.56,18.26,40.02,6.2
2026-03-02 10:31:06,26.65,84.9,1014.78,18.67,39.11,6.17
2026-03-02 10:41:06,26.84,84.34,1013.98,18.67,38.74,6.17
2026-03-02 10:51:06,27.37,84.99,1012.47,18.9,40.02,6.21
2026-03-02 11:01:06,26.9,84.66,1009.44,19.37,39.77,6.22
2026-03-02 11:11:06,27.2,84.2,1012.74,19.1,39.66,6.2
2026-03-02 11:21:06,27.02,84.7,1012.58,19.51,39.7,6.21
2026-03-02 11:31:06,27.14,84.0,1008.67,19.59,39.38,6.19
2026-03-02 11:41:06,27.73,84.86,1011.21,19.74,39.3,6.2
2026-03-02 11:51:06,27.47,84.88,1012.13,19.46,39.6,6.24
2026-03-02 12:01:06,27.95,84.38,1010.78,20.03,39.99,6.2
2026-03-02 12:11:06,27.74,84.09,1014.52,20.05,39.57,6.21
2026-03-02 12:21:06,27.75,85.03,1013.06,20.16,39.91,6.19
2026-03-02 12:31:06,27.93,84.0,1013.29,20.2,39.3,6.22
2026-03-02 12:41:06,27.61,84.16,1010.98,20.42,38.93,6.2
2026-03-02 12:51:06,27.37,84.0,1013.16,21.2,39.73,6.2
2026-03-02 13:01:06,27.99,84.15,1015.01,20.88,39.93,6.17
2026-03-02 13:11:06,27.91,84.0,1013.26,21.49,40.03,6.19
2026-03-02 13:21:06,28.0,84.0,1009.93,20.73,39.66,6.21
2026-03-02 13:31:06,27.78,84.06,1010.1,21.24,39.49,6.2
2026-03-02 13:41:06,27.91,84.03,1012.72,21.01,39.79,6.22
2026-03-02 13:51:06,28.0,84.35,1011.49,21.23,39.74,6.19
2026-03-02 14:01:06,28.0,84.57,1013.95,21.16,39.27,6.18
2026-03-02 14:11:06,28.0,84.58,1010.99,21.21,39.57,6.21
2026-03-02 14:21:06,28.0,84.0,1010.95,21.73,41.04,6.22
2026-03-02 14:31:06,27.54,84.03,1012.96,21.62,40.17,6.22
2026-03-02 14:41:06,27.99,85.51,1010.32,21.6,38.9,6.21
2026-03-02 14:51:06,27.95,84.11,1011.97,21.49,39.55,6.21
2026-03-02 15:01:06,27.98,84.09,1011.37,21.6,40.44,6.21
2026-03-02 15:11:06,27.83,84.85,1014.94,21.7,39.04,6.22
2026-03-02 15:21:06,27.13,84.0,1012.28,21.81,40.42,6.21
2026-03-02 15:31:06,27.44,84.15,1013.21,22.29,40.23,6.2
2026-03-02 15:41:06,28.0,84.0,1012.44,21.89,39.02,6.21
2026-03-02 15:51:06,27.41,84.06,1014.15,22.04,39.34,6.19
2026-03-02 16:01:06,27.39,84.81,1012.68,21.81,39.55,6.18
2026-03-02 16:11:06,27.07,84.24,1013.88,22.02,38.79,6.18
2026-03-02 16:21:06,27.54,85.17,1012.69,22.06,39.08,6.19
2026-03-02 16:31:06,26.72,84.58,1012.79,22.0,39.3,6.21
2026-03-02 16:41:06,26.96,84.34,1012.13,22.04,39.09,6.17
2026-03-02 16:51:06,26.78,84.88,1011.28,21.79,38.92,6.19
2026-03-02 17:01:06,26.94,84.54,1015.19,21.8,39.63,6.21
2026-03-02 17:11:06,26.8,85.61,1014.13,21.82,39.37,6.18
2026-03-02 17:21:06,26.71,85.56,1011.08,21.45,39.04,6.21
2026-03-02 17:31:06,26.59,84.82,1011.24,21.8,40.25,6.22
2026-03-02 17:41:06,26.66,85.11,1012.41,21.84,38.93,6.18
2026-03-02 17:51:06,26.43,85.19,1010.9,21.59,40.24,6.2
2026-03-02 18:01:06,26.25,86.44,1009.36,21.54,39.88,6.19
2026-03-02 18:11:06,26.73,84.98,1012.0,21.42,39.57,6.22
2026-03-02 18:21:06,25.35,85.51,1012.43,21.16,39.48,6.19
2026-03-02 18:31:06,25.71,86.3,1012.46,20.94,39.25,6.22
2026-03-02 18:41:06,25.96,86.0,1012.75,21.2,38.77,6.21
2026-03-02 18:51:06,25.55,86.07,1012.82,20.96,39.72,6.21
2026-03-02 19:01:06,25.41,85.83,1008.27,20.93,39.46,6.23
2026-03-02 19:11:06,25.38,85.91,1011.42,20.93,39.53,6.21
2026-03-02 19:21:06,25.2,86.95,1011.13,20.6,40.16,6.21
2026-03-02 19:31:06,24.91,86.22,1012.14,20.63,39.17,6.2
2026-03-02 19:41:06,24.69,87.49,1009.32,20.06,38.73,6.19
2026-03-02 19:51:06,24.08,87.23,1012.05,20.58,39.16,6.2
2026-03-02 20:01:06,24.48,87.1,1012.93,20.14,39.97,6.16
2026-03-02 20:11:06,24.46,87.23,1012.44,19.85,39.11,6.18
2026-03-02 20:21:06,23.98,87.95,1008.58,19.81,39.31,6.21
2026-03-02 20:31:06,24.34,87.56,1009.3,19.25,39.65,6.18
2026-03-02 20:41:06,24.1,87.26,1009.77,19.6,38.85,6.2
2026-03-02 20:51:06,23.79,87.41,1010.69,18.88,39.58,6.19
2026-03-02 21:01:06,23.46,87.35,1010.89,19.03,39.23,6.2
2026-03-02 21:11:06,22.86,87.47,1012.56,19.16,39.26,6.17
2026-03-02 21:21:06,23.36,87.23,1010.82,18.64,39.44,6.2
2026-03-02 21:31:06,22.98,88.28,1010.62,18.48,38.95,6.25
2026-03-02 21:41:06,22.64,87.97,1011.92,18.08,39.74,6.19
2026-03-02 21:51:06,22.93,88.91,1012.87,18.17,39.58,6.2
2026-03-02 22:01:06,23.05,89.5,1012.2,17.92,39.5,6.2
2026-03-02 22:11:06,22.7,87.78,1010.52,17.51,40.47,6.22
2026-03-02 22:21:06,22.45,89.34,1012.97,17.65,39.3,6.22
2026-03-02 22:31:06,22.59,88.66,1009.34,17.33,40.06,6.22
2026-03-02 22:41:06,22.23,88.37,1013.85,17.03,39.08,6.19
2026-03-02 22:51:06,22.13,88.76,1012.69,17.68,39.3,6.19
2026-03-02 23:01:06,22.25,88.83,1013.64,17.24,39.01,6.22
2026-03-02 23:11:06,21.73,89.24,1011.5,17.02,39.57,6.18
2026-03-02 23:21:06,21.82,89.29,1011.77,16.78,38.83,6.24
2026-03-02 23:31:06,21.85,89.22,1011.62,16.67,39.09,6.21
2026-03-02 23:41:06,21.94,89.83,1014.13,16.27,39.29,6.21
2026-03-02 23:51:06,22.27,89.56,1011.95,16.03,40.32,6.23
2026-03-03 00:01:06,21.41,90.0,1010.84,16.1,38.87,6.23
2026-03-03 00:11:06,21.38,90.0,1011.32,16.21,38.68,6.19
2026-03-03 00:21:06,21.66,89.46,1012.22,15.35,40.18,6.22
2026-03-03 00:31:06,21.22,89.88,1011.12,15.58,39.16,6.22
2026-03-03 00:41:06,21.0,89.1,1012.75,15.56,39.11,6.22
2026-03-03 00:51:06,21.43,90.0,1012.12,15.39,38.26,6.22
2026-03-03 01:01:06,21.0,90.0,1011.35,15.14,38.79,6.2
2026-03-03 01:11:06,21.0,90.0,1012.35,14.95,39.11,6.2
2026-03-03 01:21:06,21.0,89.39,1011.94,14.76,39.39,6.22
2026-03-03 01:31:06,21.0,90.0,1011.07,15.15,39.4,6.19
2026-03-03 01:41:06,21.45,89.73,1012.16,15.04,38.85,6.2
2026-03-03 01:51:06,21.0,90.0,1013.76,14.31,39.5,6.2
2026-03-03 02:01:06,21.0,89.79,1012.12,14.63,39.02,6.2
2026-03-03 02:11:06,21.0,90.0,1013.35,14.17,39.5,6.19
2026-03-03 02:21:06,21.0,89.02,1015.38,14.48,39.07,6.16
2026-03-03 02:31:06,21.0,90.0,1012.15,14.43,39.07,6.19
2026-03-03 02:41:06,21.36,90.0,1010.67,14.07,38.97,6.21
2026-03-03 02:51:06,21.16,89.53,1010.43,14.01,39.68,6.17
2026-03-03 03:01:06,21.17,90.0,1011.13,14.72,39.0,6.2
2026-03-03 03:11:06,21.0,90.0,1011.54,13.87,40.07,6.21
2026-03-03 03:21:06,21.04,89.99,1011.0,14.14,38.59,6.18
2026-03-03 03:31:06,21.67,90.0,1013.09,14.13,39.22,6.21
2026-03-03 03:41:06,21.3,89.75,1011.74,13.71,38.93,6.17
2026-03-03 03:51:06,21.5,90.0,1010.79,13.67,39.14,6.18
2026-03-03 04:01:06,21.02,89.88,1012.86,13.92,39.3,6.23
2026-03-03 04:11:06,21.77,90.0,1012.15,13.9,39.47,6.2
2026-03-03 04:21:06,21.66,89.61,1008.86,14.21,38.6,6.2
2026-03-03 04:31:06,22.09,89.17,1012.3,14.23,38.43,6.18
2026-03-03 04:41:06,22.06,89.37,1013.09,14.22,38.91,6.22
2026-03-03 04:51:06,22.44,89.35,1013.55,14.11,38.67,6.18
2026-03-03 05:01:06,21.5,89.28,1010.31,14.4,39.08,6.18
2026-03-03 05:11:06,22.72,89.11,1011.43,14.3,38.94,6.22
2026-03-03 05:21:06,22.57,89.04,1014.17,14.3,39.6,6.18
2026-03-03 05:31:06,22.9,88.82,1010.28,14.34,39.18,6.17
2026-03-03 05:41:06,22.54,89.03,1011.51,14.38,38.79,6.23
2026-03-03 05:51:06,21.92,88.72,1011.01,14.26,38.45,6.2
2026-03-03 06:01:06,22.86,88.57,1012.85,14.33,38.84,6.24
2026-03-03 06:11:06,22.87,88.45,1011.01,14.84,39.77,6.21
2026-03-03 06:21:06,22.81,88.79,1012.53,15.02,39.7,6.22
2026-03-03 06:31:06,22.41,88.71,1014.34,15.05,38.96,6.19
2026-03-03 06:41:06,23.23,87.7,1010.33,15.01,38.34,6.22
2026-03-03 06:51:06,23.56,87.47,1015.83,15.52,38.9,6.22
2026-03-03 07:01:06,23.34,88.29,1010.33,15.31,39.29,6.19
2026-03-03 07:11:06,24.47,87.7,1010.7,15.2,39.15,6.2
2026-03-03 07:21:06,23.75,87.6,1012.2,15.06,38.74,6.23
2026-03-03 07:31:06,24.13,87.56,1010.95,15.77,39.23,6.22
2026-03-03 07:41:06,24.21,86.85,1014.11,15.63,39.37,6.18
2026-03-03 07:51:06,24.27,87.46,1010.66,15.81,38.75,6.2
2026-03-03 08:01:06,24.97,85.99,1011.1,16.45,37.99,6.2
2026-03-03 08:11:06,24.83,86.63,1013.77,16.23,39.09,6.2
2026-03-03 08:21:06,24.82,86.89,1009.23,16.43,39.69,6.21
2026-03-03 08:31:06,24.46,86.42,1008.97,16.85,39.05,6.23
2026-03-03 08:41:06,24.58,86.6,1011.38,16.44,39.49,6.2
2026-03-03 08:51:06,25.09,86.11,1011.58,16.54,39.12,6.21
2026-03-03 09:01:06,25.41,86.68,1012.04,16.82,38.36,6.19
2026-03-03 09:11:06,25.08,86.76,1012.07,16.77,39.87,6.14
2026-03-03 09:21:06,25.28,85.88,1011.11,17.48,39.81,6.2
2026-03-03 09:31:06,25.64,85.73,1011.07,17.31,39.18,6.18
2026-03-03 09:41:06,26.3,86.13,1015.82,17.78,39.65,6.2
2026-03-03 09:51:06,25.68,85.97,1012.28,17.54,38.17,6.18
2026-03-03 10:01:06,26.37,86.12,1012.92,18.32,39.24,6.18
2026-03-03 10:11:06,26.64,84.65,1013.98,17.92,39.2,6.22
2026-03-03 10:21:06,26.32,85.69,1013.52,18.82,38.76,6.18
2026-03-03 10:31:06,26.86,84.71,1013.2,18.26,38.46,6.2
2026-03-03 10:41:06,26.72,85.2,1009.89,18.36,38.33,6.22
2026-03-03 10:51:06,27.12,84.33,1012.72,18.85,38.93,6.17
